clbid,credits,crsid,department,enrolled,instructors,level,max,name,number,pn,prerequisites,revisions,semester,status,term,type,year
0000105427,1.0,0000021525,ENGL,"['This course introduces the craft of creative writing through contemporary readings and writing exercises in three genres: poetry, fiction, and creative nonfiction. Students learn to read and to write literature with attention to how a literary work is made. Emphasis on the elements of craft and revision provide preparation for students who want to continue into intermediate and advanced creative writing workshops. Prerequisite: prior or concurrent enrollment in FYW.']",17,['WRI'],['Kaethe Schwehn'],100,15,Craft of Creative Writing,"['Open to students who have fulfilled FYW or who are concurrently enrolled in', 'WRIT 111.', 'This course has class-year limits.']",150,"[{'day': 'Tu', 'end': '14:45', 'location': 'RML 515', 'start': '13:20'}, {'day': 'Th', 'end': '15:35', 'location': 'RML 515', 'start': '14:15'}]",False,prior or concurrent enrollment in FYW.,"[{'_updated': '2016-04-25T21:43:46.006780+00:00', 'locations': []}, {'_updated': '2016-04-27T11:01:02.385440+00:00', 'status': 'O'}, {'_updated': '2017-05-30T17:11:09.060298+00:00', 'description': 'How do we create poetry, fiction and nonfiction that engages the reader and effectively communicates deeper meaning? In this course students develop a broad foundation of strategies underlying good creative writing. Risk taking and experimentation are encouraged. Students practice ""the practice"" of creative writing through extensive exercises. Students also read examples of contemporary poetry, fiction and nonfiction. Prerequisite: prior or concurrent enrollment in FYW.'}, {'_updated': '2018-02-03T00:01:55.132264+00:00', 'prerequisites': 'Prerequisite: prior or concurrent enrollment in FYW.'}, {'_updated': '2018-07-12T16:51:36.403842+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.765301+00:00', 'enroll': '17', 'max': '15'}, {'_updated': '2018-10-19T04:12:34.393883+00:00', 'firstyear': None}, {'_updated': '2018-10-28T04:15:11.952779+00:00', 'firstyear': '2/4', 'senior': None}]",B,1,2/4,C,20161,The Craft of Creative Writing,Research,2016
0000105429,1.0,0000027686,PSCI,"['Twentieth-century thought across the political spectrum was critical of the modern state. Traditionalists and radicals alike were horrified by the rise of totalitarianism and the dangers of unrestrained political authority. In this course students engage with the works of leading critics of the state on both the Right (e.g. Hayek) and Left (e.g. Foucault), consider the similarities and differences of their critiques, explore the ethical consequences of the alternatives, and assess their contemporary relevance.']",21,['HWC'],['Joshua Anderson'],200,24,Critics of the State,262,"[{'day': 'Tu', 'end': '14:45', 'location': 'TOH 114', 'start': '13:20'}, {'day': 'Th', 'end': '15:35', 'location': 'TOH 114', 'start': '14:15'}]",False,False,"[{'_updated': '2016-04-25T21:43:46.009502+00:00', 'locations': []}, {'_updated': '2016-09-07T11:31:28.670883+00:00', 'status': 'O'}, {'_updated': '2018-07-12T16:51:36.404647+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.766899+00:00', 'enroll': '21', 'max': '24'}]",1,C,20161,Research,2016
0000105430,1.0,0000000453,ENVST,"['This American environmental history course explores the social construction of nature in the 21st century, looking at the roots (both natural and cultural) of contemporary environmental issues. To figure out what nature means to us now, students study the history of stuff, the culture of grasslands and lawns, the changing character of the city and the country, the nature of the suburbs, the conservation and preservation movements, different energy ecologies, the nature of TV, the contemporary environmental movement, and alternative ecological practices. They also use the St. Olaf campus as a case study of environmental design. Offered annually. Counts toward American studies major.']",24,['HWC'],['Matthew Rohn'],200,26,Culture of Nature,202,"[{'day': 'Mo', 'end': '10:00', 'location': 'TOH 114', 'start': '09:05'}, {'day': 'We', 'end': '10:00', 'location': 'TOH 114', 'start': '09:05'}, {'day': 'Fr', 'end': '10:00', 'location': 'TOH 114', 'start': '09:05'}]",False,False,"[{'_updated': '2016-04-25T21:43:46.014718+00:00', 'locations': []}, {'_updated': '2016-04-27T11:01:02.417458+00:00', 'status': 'O'}, {'_updated': '2016-09-03T11:31:25.738245+00:00', 'locations': ['DC 305']}, {'_updated': '2018-07-12T16:51:36.405421+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.768032+00:00', 'enroll': '24', 'max': '26'}]",1,C,20161,The Culture of Nature,Research,2016
0000105431,1.0,0000000176,AMCON,"['Spanning two centuries, from the founding of the colonies to the close of the Civil War, this course begins the discussion of questions central to the entire sequence: ""What is an American?"" ""What does it mean to be free?"" Students explore the institutions, images, and stories of Euro-Americans, African Americans, and Native Americans. Topics and texts range from the Declaration of Independence and Thomas Jefferson\'s architecture to the Narrative of the Life of Frederick Douglass and the coming of the Civil War. Offered annually in the fall semester. Counts toward American studies major.']",19,"['Eric J. Fure-Slocum', 'Colin Wells']",0/0,100,23,Declaring Independence: 1607-1865,"['Open to American Conversations students only.', 'This course includes an academic civic engagement (ACE) component.']",101,"[{'day': 'Mo', 'end': '13:50', 'location': 'RML 420', 'start': '12:55'}, {'day': 'We', 'end': '13:50', 'location': 'RML 420', 'start': '12:55'}, {'day': 'Fr', 'end': '13:50', 'location': 'RML 420', 'start': '12:55'}]",False,False,"[{'_updated': '2016-04-25T21:43:46.016474+00:00', 'locations': [], 'status': 'O'}, {'_updated': '2016-09-03T11:31:25.739467+00:00', 'notes': 'Open to American Conversations students only.'}, {'_updated': '2018-07-12T16:51:36.406224+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.769291+00:00', 'enroll': '19', 'max': '23'}, {'_updated': '2018-11-02T04:18:36.348360+00:00', 'junior': None, 'senior': None, 'sophomore': None}]",A,1,0/0,0/0,C,20161,"Declaring Independence, 1607-1865",Research,2016
0000105432,1.0,0000000176,AMCON,"['Spanning two centuries, from the founding of the colonies to the close of the Civil War, this course begins the discussion of questions central to the entire sequence: ""What is an American?"" ""What does it mean to be free?"" Students explore the institutions, images, and stories of Euro-Americans, African Americans, and Native Americans. Topics and texts range from the Declaration of Independence and Thomas Jefferson\'s architecture to the Narrative of the Life of Frederick Douglass and the coming of the Civil War. Offered annually in the fall semester. Counts toward American studies major.']",19,"['Eric J. Fure-Slocum', 'Colin Wells']",0/0,100,19,Declaring Independence: 1607-1865,"['Open to American Conversations students only.', 'This course includes an academic civic engagement (ACE) component.']",101,"[{'day': 'Mo', 'end': '13:50', 'location': 'RML 515', 'start': '12:55'}, {'day': 'We', 'end': '13:50', 'location': 'RML 515', 'start': '12:55'}, {'day': 'Fr', 'end': '13:50', 'location': 'RML 515', 'start': '12:55'}]",False,False,"[{'_updated': '2016-04-25T21:43:46.018156+00:00', 'locations': [], 'status': 'O'}, {'_updated': '2016-09-03T11:31:25.740718+00:00', 'notes': 'Open to American Conversations students only.'}, {'_updated': '2018-07-12T16:51:36.407052+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.770445+00:00', 'enroll': '19', 'max': '19'}, {'_updated': '2018-11-02T04:18:36.349251+00:00', 'junior': None, 'senior': None, 'sophomore': None}]",B,1,0/0,0/0,C,20161,"Declaring Independence, 1607-1865",Research,2016
0000105435,1.0,0000001168,PSYCH,"[""This course helps students better understand human development from the moment of conception and across the life span. The course focuses on biological and environmental factors that shape human development. Major changes in physical, cognitive, personality and social development are discussed. Offered each semester. Counts toward exercise science, nursing, social work, and women's and gender studies majors and educational studies, family studies, and women's and gender studies concentrations. Prerequisite: PSYCH 125.""]",29,['HBS'],['Anna E. Johnson'],200,26,Developmental Psych,241,"[{'day': 'Mo', 'end': '12:45', 'location': 'RNS 208', 'start': '11:50'}, {'day': 'We', 'end': '12:45', 'location': 'RNS 208', 'start': '11:50'}, {'day': 'Fr', 'end': '12:45', 'location': 'RNS 208', 'start': '11:50'}]",False,PSYCH 125.,"[{'_updated': '2016-04-25T21:43:46.020747+00:00', 'locations': []}, {'_updated': '2016-04-27T11:01:02.448463+00:00', 'status': 'O'}, {'_updated': '2018-02-03T00:01:55.138199+00:00', 'prerequisites': 'Prerequisite: PSYCH 125.'}, {'_updated': '2018-07-12T16:51:36.407950+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.771705+00:00', 'enroll': '29', 'max': '26'}]",A,1,C,20161,Developmental Psychology,Research,2016
0000105436,1.0,0000001168,PSYCH,"[""This course helps students better understand human development from the moment of conception and across the life span. The course focuses on biological and environmental factors that shape human development. Major changes in physical, cognitive, personality and social development are discussed. Offered each semester. Counts toward exercise science, nursing, social work, and women's and gender studies majors and educational studies, family studies, and women's and gender studies concentrations. Prerequisite: PSYCH 125.""]",26,['HBS'],['Anna E. Johnson'],200,28,Developmental Psych,241,"[{'day': 'Mo', 'end': '13:50', 'location': 'RNS 208', 'start': '12:55'}, {'day': 'We', 'end': '13:50', 'location': 'RNS 208', 'start': '12:55'}, {'day': 'Fr', 'end': '13:50', 'location': 'RNS 208', 'start': '12:55'}]",False,PSYCH 125.,"[{'_updated': '2016-04-25T21:43:46.023187+00:00', 'locations': []}, {'_updated': '2016-04-27T11:01:02.460126+00:00', 'status': 'O'}, {'_updated': '2018-02-03T00:01:55.139372+00:00', 'prerequisites': 'Prerequisite: PSYCH 125.'}, {'_updated': '2018-07-12T16:51:36.408745+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.772589+00:00', 'enroll': '26', 'max': '28'}]",B,1,C,20161,Developmental Psychology,Research,2016
0000105437,1.0,0000001168,PSYCH,"[""This course helps students better understand human development from the moment of conception and across the life span. The course focuses on biological and environmental factors that shape human development. Major changes in physical, cognitive, personality and social development are discussed. Offered each semester. Counts toward exercise science, nursing, social work, and women's and gender studies majors and educational studies, family studies, and women's and gender studies concentrations. Prerequisite: PSYCH 125.""]",25,['HBS'],['Anna E. Johnson'],200,25,Developmental Psych,241,"[{'day': 'Mo', 'end': '14:55', 'location': 'RNS 208', 'start': '14:00'}, {'day': 'We', 'end': '14:55', 'location': 'RNS 208', 'start': '14:00'}, {'day': 'Fr', 'end': '14:55', 'location': 'RNS 208', 'start': '14:00'}]",False,PSYCH 125.,"[{'_updated': '2016-04-25T21:43:46.025613+00:00', 'locations': []}, {'_updated': '2016-05-05T05:01:22.349781+00:00', 'status': 'O'}, {'_updated': '2016-09-03T11:31:25.743286+00:00', 'status': 'C'}, {'_updated': '2016-09-07T11:31:28.676141+00:00', 'status': 'O'}, {'_updated': '2018-02-03T00:01:55.140540+00:00', 'prerequisites': 'Prerequisite: PSYCH 125.'}, {'_updated': '2018-07-12T16:51:36.409538+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.773464+00:00', 'enroll': '25', 'max': '25'}]",C,1,C,20161,Developmental Psychology,Research,2016
0000105438,0.5,0000000336,EDUC,"['Future teachers identify and acquire skills to serve exceptional students more effectively in the regular classroom. Students read and discuss to expand their knowledge of the broad spectrum of resources available for students with disabilities, second language learners, and those labeled ""at-risk."" Historical perspectives as well as inclusion, collaboration, curriculum development, and other current topics are included. Offered each semester. Prerequisite: EDUC 290 or permission of instructor.']",15,0/0,['Heather Campbell'],300,24,Diff Instruction (0.50),['Open to rising Seniors and Juniors only.'],375,"[{'day': 'Th', 'end': '14:05', 'location': 'TOH 214', 'start': '12:45'}]",False,EDUC 290 or permission of instructor.,"[{'_updated': '2016-04-25T21:43:46.028434+00:00', 'locations': []}, {'_updated': '2018-02-03T00:01:55.141779+00:00', 'prerequisites': 'Prerequisite: EDUC 290 or permission of instructor.'}, {'_updated': '2018-07-12T16:51:36.410344+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.774369+00:00', 'enroll': '15', 'max': '24'}, {'_updated': '2018-11-02T04:18:36.352699+00:00', 'firstyear': None, 'sophomore': None}]",1,0/0,O,20161,Differentiated Instruction for Exceptional Learners,Research,2016
0000105439,1.0,0000000753,MATH,"['This course covers partial differential equations from an applied perspective and emphasizes simple models involving phenomena such as wave motion and diffusion. Topics and techniques such as separation of variables, boundary value problems, Fourier series, and orthogonal functions are developed carefully. Mathematical computing is used freely. Offered alternate years. Counts toward neuroscience and mathematical biology concentrations. Prerequisite: MATH 230.']",23,0/0,['Joseph Benson'],300,18,Differential Equations II,"['Open only to rising Juniors and Seniors.', 'This course has class-year limits.']",330,"[{'day': 'Tu', 'end': '11:00', 'location': 'TOH 186', 'start': '09:35'}, {'day': 'Th', 'end': '10:50', 'location': 'TOH 186', 'start': '09:30'}]",False,MATH 230.,"[{'_updated': '2016-04-25T21:43:46.030224+00:00', 'locations': [], 'name': 'Differential Equation II', 'notes': 'Open only to rising Juniors and Seniors.', 'title': 'Differential Equations II'}, {'_updated': '2016-04-27T11:01:02.486519+00:00', 'status': 'O'}, {'_updated': '2018-02-03T00:01:55.142925+00:00', 'prerequisites': 'Prerequisite: MATH 230.'}, {'_updated': '2018-07-12T16:51:36.411294+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.775233+00:00', 'enroll': '23', 'max': '18'}, {'_updated': '2018-10-19T04:12:34.400479+00:00', 'firstyear': None}, {'_updated': '2018-10-28T04:15:11.960644+00:00', 'firstyear': '11/8', 'senior': None}, {'_updated': '2018-11-02T04:18:36.353565+00:00', 'firstyear': None, 'sophomore': None}]",1,11/8,0/0,C,20161,Research,2016
0000105440,1.0,0000000740,MATH,"['This course introduces differential equations and analytical, numerical, and graphical techniques for the analysis of their solutions. First- and second-order differential equations and linear systems are studied. Applications are selected from areas such as biology, chemistry, economics, ecology, and physics. Laplace transforms or nonlinear systems may be covered as time permits. Students use computers extensively to calculate and visualize results. Offered each semester. Counts toward neuroscience, management studies, and mathematical biology concentrations. Prerequisite: MATH 126 or MATH 128 and MATH 220.']",18,['Matthew Wright'],200,20,Differential Equations I,['Open to first-year students with permission of department chair.'],230,"[{'day': 'Mo', 'end': '11:40', 'location': 'RNS 204', 'start': '10:45'}, {'day': 'We', 'end': '11:40', 'location': 'RNS 204', 'start': '10:45'}, {'day': 'Fr', 'end': '11:40', 'location': 'RNS 204', 'start': '10:45'}]",False,MATH 126 or MATH 128 and MATH 220.,"[{'_updated': '2016-04-25T21:43:46.032230+00:00', 'locations': []}, {'_updated': '2018-02-03T00:01:55.144104+00:00', 'prerequisites': 'Prerequisite: MATH 126 or MATH 128 and MATH 220.'}, {'_updated': '2018-07-12T16:51:36.412114+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.776178+00:00', 'enroll': '18', 'max': '20'}, {'_updated': '2018-10-19T04:12:34.401272+00:00', 'firstyear': None}, {'_updated': '2018-10-28T04:15:11.961580+00:00', 'firstyear': '2/3', 'senior': None}]",A,1,2/3,O,20161,Research,2016
0000105441,1.0,0000000740,MATH,"['This course introduces differential equations and analytical, numerical, and graphical techniques for the analysis of their solutions. First- and second-order differential equations and linear systems are studied. Applications are selected from areas such as biology, chemistry, economics, ecology, and physics. Laplace transforms or nonlinear systems may be covered as time permits. Students use computers extensively to calculate and visualize results. Offered each semester. Counts toward neuroscience, management studies, and mathematical biology concentrations. Prerequisite: MATH 126 or MATH 128 and MATH 220.']",17,['Matthew Wright'],200,20,Differential Equations I,['Open to first-year students with permission of department chair.'],230,"[{'day': 'Mo', 'end': '12:45', 'location': 'RNS 204', 'start': '11:50'}, {'day': 'We', 'end': '12:45', 'location': 'RNS 204', 'start': '11:50'}, {'day': 'Fr', 'end': '12:45', 'location': 'RNS 204', 'start': '11:50'}]",False,MATH 126 or MATH 128 and MATH 220.,"[{'_updated': '2016-04-25T21:43:46.033791+00:00', 'locations': []}, {'_updated': '2018-02-03T00:01:55.145239+00:00', 'prerequisites': 'Prerequisite: MATH 126 or MATH 128 and MATH 220.'}, {'_updated': '2018-07-12T16:51:36.412888+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.777054+00:00', 'enroll': '17', 'max': '20'}, {'_updated': '2018-10-19T04:12:34.402008+00:00', 'firstyear': None}, {'_updated': '2018-10-28T04:15:11.962473+00:00', 'firstyear': '1/3', 'senior': None}]",B,1,1/3,O,20161,Research,2016
0000105442,1.0,0000026718,ENGL,"['Students explore what it means to be literate in an age of new media by reading critical scholarship and comparing the ways they read, interpret, and learn from digital texts, such as fan fiction websites, social media, and video games, to ways they read, interpret, and learn from printed media (e.g., books, poems, or plays). In their final, digital project, students critically examine the use of new media to make humanities scholarship more ""public."" Offered periodically. Counts toward media studies concentration. Prerequisite: FYW.']",20,['WRI'],['Rebecca S. Richards'],200,18,Digital Rhetoric/Literacy,285,"[{'day': 'Tu', 'end': '09:25', 'location': 'RML 515', 'start': '08:00'}, {'day': 'Th', 'end': '09:20', 'location': 'RML 515', 'start': '08:00'}]",False,FYW.,"[{'_updated': '2016-04-25T21:43:46.036749+00:00', 'locations': []}, {'_updated': '2016-04-27T11:01:02.526548+00:00', 'status': 'O'}, {'_updated': '2016-08-17T11:31:37.182130+00:00', 'locations': ['RML 520', 'RML 520']}, {'_updated': '2018-02-03T00:01:55.146448+00:00', 'prerequisites': 'Prerequisite: FYW.'}, {'_updated': '2018-07-12T16:51:36.413671+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.777955+00:00', 'enroll': '20', 'max': '18'}]",1,C,20161,Digital Rhetorics and New Media Literacies,Research,2016
0000105443,0.0,0000000309,EDUC,"[""Students examine issues related to chemical use/abuse in our society. The course, required of all candidates for a teaching license, enhances problem identification and helping skills instudents' professional and personal lives. Students develop an understanding of enabling and intervening behaviors and gain knowledge about the role of schools in addressing these and other chemical abuse concerns. P/N only. Offered each semester, evenings.""]",27,1/0,1,['Sarah Shippy'],200,30,Drugs & Alcohol,231,"[{'day': 'Mo', 'end': '21:00', 'location': 'TOH 210', 'start': '19:00'}]",True,False,"[{'_updated': '2016-04-25T21:43:46.039259+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.414470+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.778846+00:00', 'enroll': '27', 'max': '30'}, {'_updated': '2018-11-02T04:18:36.357033+00:00', 'firstyear': None}]",1,O,20161,Drugs and Alcohol,Research,2016
0000105446,1.0,0000000139,BIO,"['Ecology focuses on the study of the interrelationships that determine the distribution and abundance of organisms. This core course examines organism-environment interactions and the study of populations, communities and ecosystems. Consideration is given to use of ecological studies in ecosystem management. Students attend lectures plus one three-hour laboratory per week. Offered each semester. Counts as ""ecology"" core category. Counts toward environmental studies major (all emphases) and concentration and mathematical biology concentration. Prerequisites: BIO 150.']",50,0/0,['SED'],0000000139,['Emily Mohl'],200,66,Ecological Principles,"['Students in Bio 261 must also register for one lab Bio 261 AL, BL, or CL.', 'Not open to first-year students.']",261,"[{'day': 'Mo', 'end': '08:55', 'location': 'RNS 150', 'start': '08:00'}, {'day': 'We', 'end': '08:55', 'location': 'RNS 150', 'start': '08:00'}, {'day': 'Fr', 'end': '08:55', 'location': 'RNS 150', 'start': '08:00'}]",False,Prerequisites: BIO 150.,"[{'_updated': '2016-04-25T21:43:46.043594+00:00', 'locations': []}, {'_updated': '2017-05-30T17:11:11.487837+00:00', 'description': 'Ecology focuses on the study of the interrelationships that determine the distribution and abundance of organisms. This core course examines organism-environment interactions and the study of populations, communities and ecosystems. Consideration is given to use of ecological studies in ecosystem management. Students attend lectures plus one three-hour laboratory per week. Offered each semester. Counts as ""ecology"" core category. Counts toward environmental studies major (all emphases) and concentration and mathematical biology concentration. Prerequisites: BIO 150 or BIO 126.', 'prerequisites': 'Prerequisites: BIO 150 or BIO 126.'}, {'_updated': '2018-07-12T16:51:36.415296+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.779711+00:00', 'enroll': '50', 'max': '66'}, {'_updated': '2018-11-02T04:18:36.357870+00:00', 'firstyear': None}]",1,O,20161,Research,2016
0000105447,0.0,0000000140,BIO,21,0/0,0000000139,['Emily Mohl'],200,22,Ecological Principles Lab,261,"[{'day': 'We', 'end': '16:00', 'location': 'RNS 440', 'start': '13:00'}]",False,False,"[{'_updated': '2016-04-25T21:43:46.047005+00:00', 'locations': []}, {'_updated': '2016-09-13T11:31:27.893971+00:00', 'status': 'O'}, {'_updated': '2018-07-12T16:51:36.416034+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.780516+00:00', 'enroll': '21', 'max': '22'}, {'_updated': '2018-11-02T04:18:36.358693+00:00', 'firstyear': None}]",A,1,C,20161,Lab,2016
0000105448,0.0,0000000140,BIO,12,0/0,0000000139,['Emily Mohl'],200,22,Ecological Principles Lab,261,"[{'day': 'Th', 'end': '11:00', 'location': 'RNS 440', 'start': '08:00'}]",False,False,"[{'_updated': '2016-04-25T21:43:46.048868+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.416751+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.781288+00:00', 'enroll': '12', 'max': '22'}, {'_updated': '2018-11-02T04:18:36.359456+00:00', 'firstyear': None}]",B,1,O,20161,Lab,2016
0000105449,0.0,0000000140,BIO,17,0/0,0000000139,['Emily Mohl'],200,22,Ecological Principles Lab,261,"[{'day': 'Th', 'end': '17:15', 'location': 'RNS 440', 'start': '14:15'}]",False,False,"[{'_updated': '2016-04-25T21:43:46.050236+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.417459+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.782039+00:00', 'enroll': '17', 'max': '22'}, {'_updated': '2018-11-02T04:18:36.360236+00:00', 'firstyear': None}]",C,1,O,20161,Lab,2016
0000105451,1.0,0000000282,ECON,"['Ideal for students interested in applying statistical models to economic problems, this course emphasizes theoretical foundations, mathematical structure and applications of major econometric techniques, including ordinary least squares, generalized least squares, dummy variables, non-linear transformations, instrumental variables, simultaneous equation modeling, and time series models. Students in the class complete a sophisticated economic research project of their choice. Offered annually. Prerequisites: ECON 261 and either ECON 263 or STAT 272 or permission of instructor.']",17,0/0,['WRI'],['Anthony Becker'],0/0,300,15,Econometrics,"['Open only to rising seniors during web registration. Rising juniors may add on', 'a space-available basis during drop/add period with permission of instructor.']",385,"[{'day': 'Tu', 'end': '14:45', 'location': 'TOH 182', 'start': '13:20'}, {'day': 'Th', 'end': '15:35', 'location': 'TOH 182', 'start': '14:15'}]",False,Prerequisites: ECON 261 and either ECON 263 or STAT 272 or permission of instructor.,"[{'_updated': '2016-04-25T21:43:46.052565+00:00', 'locations': [], 'notes': 'Open only to rising Seniors during web registration. Juniors may add on a space-available basis during drop/add period with permission of instructor'}, {'_updated': '2016-04-27T11:01:02.621814+00:00', 'status': 'O'}, {'_updated': '2018-07-12T16:51:36.418219+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.782935+00:00', 'enroll': '17', 'max': '15'}, {'_updated': '2018-11-02T04:18:36.361084+00:00', 'firstyear': None, 'junior': None, 'sophomore': None}]",1,0/0,C,20161,Research,2016
0000105454,1.0,0000000311,EDUC,"['Students study theories of and research into human behavior, growth, and development. Through lectures, discussions, case studies and field experiences, students analyze the impact of applied psychology upon schools, teachers, and students. Students also examine the interaction between individual characteristics and needs and political, economic and philosophical issues confronting contemporary American students. Required 20-hour field experience. Recommended to be taken sophomore year to begin the licensure sequence. Offered each semester.']",44,2/0,['HBS'],['Robert W. McClure'],200,50,Educational Psychology,290,"[{'day': 'Tu', 'end': '09:25', 'location': 'TOH 210', 'start': '08:00'}, {'day': 'Th', 'end': '09:20', 'location': 'TOH 210', 'start': '08:00'}]",False,False,"[{'_updated': '2016-04-25T21:43:46.054549+00:00', 'locations': []}, {'_updated': '2018-07-12T16:51:36.419036+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.783804+00:00', 'enroll': '44', 'max': '50'}, {'_updated': '2018-11-02T04:18:36.361963+00:00', 'firstyear': None}]",1,O,20161,Research,2016
0000105457,0.0,0000001085,PHYS,14,0000001084,['Barry N. Costanzi'],200,16,Electronic Circuits Lab,246,"[{'day': 'Tu', 'end': '15:50', 'location': 'RNS 294', 'start': '13:20'}]",False,False,"[{'_updated': '2016-04-25T21:43:46.056067+00:00', 'locations': []}, {'_updated': '2016-04-30T05:00:52.753009+00:00', 'status': 'O'}, {'_updated': '2018-07-12T16:51:36.419753+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.784608+00:00', 'enroll': '14', 'max': '16'}]",1,C,20161,Lab,2016
0000105458,1.0,0000001084,PHYS,"['Modern scientific work relies heavily on electronic circuitry and computation. This course examines the fundamentals of analog and digital electronics, explores the applications of discrete and integrated circuits, and introduces the broad topic of computer control of experiments. Students develop hands-on skills in circuit building, computer interfacing, and programming in LabView®. Students attend one laboratory period each week. Offered alternate years. Counts toward computer science major. Prerequisite: PHYS 125 or PHYS 131.']",14,0000001084,['Barry N. Costanzi'],200,16,Electronics,['Students in Physics 246 must also register for lab Physics 246 L.'],246,"[{'day': 'Tu', 'end': '09:25', 'location': 'RNS 297', 'start': '08:00'}, {'day': 'Th', 'end': '09:20', 'location': 'RNS 297', 'start': '08:00'}]",False,PHYS 125 or PHYS 131.,"[{'_updated': '2016-04-25T21:43:46.058729+00:00', 'locations': []}, {'_updated': '2016-04-30T05:00:52.859085+00:00', 'status': 'O'}, {'_updated': '2018-02-03T00:01:55.157224+00:00', 'prerequisites': 'Prerequisite: PHYS 125 or PHYS 131.'}, {'_updated': '2018-07-12T16:51:36.420518+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.785514+00:00', 'enroll': '14', 'max': '16'}]",1,C,20161,Research,2016
0000105459,1.0,0000000736,MATH,"['This course beautifully illustrates the nature of mathematics as a blend of technique, theory, abstraction, and applications. The important problem of solving systems of linear equations leads to the study of matrix algebra, determinants, vector spaces, bases and dimension, linear transformations, and eigenvalues. Offered each semester and periodically during Interim. Counts toward management studies concentration. Prerequisite: MATH 119 or MATH 120.']",13,['AQR'],['Marju Purin'],200,22,Elem Linear Algebra,220,"[{'day': 'Mo', 'end': '08:55', 'location': 'TOH 184', 'start': '08:00'}, {'day': 'We', 'end': '08:55', 'location': 'TOH 184', 'start': '08:00'}, {'day': 'Fr', 'end': '08:55', 'location': 'TOH 184', 'start': '08:00'}]",False,MATH 119 or MATH 120.,"[{'_updated': '2016-04-25T21:43:46.061334+00:00', 'locations': []}, {'_updated': '2016-08-17T11:31:37.196328+00:00', 'status': 'O'}, {'_updated': '2016-09-07T11:31:28.699713+00:00', 'status': 'C'}, {'_updated': '2018-02-03T00:01:55.158591+00:00', 'prerequisites': 'Prerequisite: MATH 119 or MATH 120.'}, {'_updated': '2018-07-12T16:51:36.421309+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.786408+00:00', 'enroll': '13', 'max': '22'}]",A,1,O,20161,Elementary Linear Algebra,Research,2016
0000105460,1.0,0000000736,MATH,"['This course beautifully illustrates the nature of mathematics as a blend of technique, theory, abstraction, and applications. The important problem of solving systems of linear equations leads to the study of matrix algebra, determinants, vector spaces, bases and dimension, linear transformations, and eigenvalues. Offered each semester and periodically during Interim. Counts toward management studies concentration. Prerequisite: MATH 119 or MATH 120.']",22,['AQR'],['Adam H. Berliner'],200,22,Elem Linear Algebra,220,"[{'day': 'Mo', 'end': '10:00', 'location': 'TOH 184', 'start': '09:05'}, {'day': 'We', 'end': '10:00', 'location': 'TOH 184', 'start': '09:05'}, {'day': 'Fr', 'end': '10:00', 'location': 'TOH 184', 'start': '09:05'}]",False,MATH 119 or MATH 120.,"[{'_updated': '2016-04-25T21:43:46.062983+00:00', 'locations': []}, {'_updated': '2016-09-08T11:31:57.674664+00:00', 'status': 'O'}, {'_updated': '2018-02-03T00:01:55.159767+00:00', 'prerequisites': 'Prerequisite: MATH 119 or MATH 120.'}, {'_updated': '2018-07-12T16:51:36.422309+00:00', 'enroll': None, 'max': None}, {'_updated': '2018-08-07T14:48:29.787348+00:00', 'enroll': '22', 'max': '22'}]",B,1,C,20161,Elementary Linear Algebra,Research,2016
